data,value
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
21,130.2
